newdist,category,horse_name,wrace,life_win,horse_weight,lspedrat,aversprat,jock_per_win,jock_num_win,jockey_weight,postpos,result,winner
False,Cab 4a y+ g de 2,Eclipse Fitz,393528.75,17.647,514.0,59.094,59.675,9.208,43,57.0,10,3,False
False,Cab 4a y+ g de 2,Garisto,309253.01,4.762,482.0,57.496,59.104,9.346,130,57.0,7,4,False
True,Cab 4a y+ g de 2,Star Eas,196068.68,16.667,486.0,61.102,59.733,19.452,149,57.0,2,5,False
False,Cab 4a y+ g de 2,El Congreso,937133.72,19.149,444.0,58.255,59.441,7.711,31,58.0,4,6,False
False,Cab 4a y+ g de 2,Joyelero,263089.92,30.0,506.0,59.354,59.526,18.202,81,58.0,6,7,False
True,Cab 4a y+ g de 2,Che Patron,418642.98,11.111,520.0,58.968,58.58,6.084,16,54.0,9,8,False
False,Cab 4a y+ g de 2,Bureau Law,140670.97,10.0,498.0,58.923,58.753,6.383,12,58.0,8,9,False
True,Cab 4a y+ g de 2,Color Quality,147323.91,6.25,488.0,59.594,58.919,13.997,187,58.0,11,10,False
False,Cab 4a y+ g de 2,Penitente Chico,385626.18,18.182,452.0,60.097,59.243,12.549,64,58.0,1,11,False
False,Cab 4a perd,Mercenario Boy,401793.94,27.778,504.0,59.58,58.999,9.052,42,58.0,6,1,True
True,Cab 4a perd,Herodes,297077.87,11.765,516.0,59.372,58.725,7.963,52,58.0,7,2,False
False,Cab 4a perd,San Benjamin,310089.78,3.125,486.0,58.805,58.304,11.506,55,57.0,1,3,False
True,Cab 4a perd,Catcher Than Ready,316873.06,10.0,452.0,57.019,57.151,7.551,37,57.0,11,4,False
False,Cab 4a perd,Old Royal,172091.49,4.545,422.0,57.423,57.449,9.955,22,57.0,2,5,False
False,Cab 4a perd,Exchange Money,129964.68,9.524,436.0,56.045,56.779,8.684,64,58.0,10,6,False
True,Cab 4a perd,Trombon,126190.77,8.333,466.0,56.231,56.231,4.918,21,57.0,3,7,False
False,Cab 4a perd,Burlesque,72807.28,0.0,466.0,57.612,57.713,8.455,81,57.0,9,8,False
True,Cab 4a perd,Don Nico h,133542.38,3.704,466.0,57.256,58.273,3.745,10,58.0,4,9,False
False,Cab 4a perd,Arlequin Orejano,238821.33,3.125,404.0,57.071,57.43,9.044,70,58.0,8,10,False
False,Cab 4a perd,Chief South,0.0,0.0,410.0,54.539,54.539,4.412,6,57.0,13,11,False
False,Cab 4a perd,Don Angel,155460.25,15.385,466.0,58.708,58.858,9.796,48,58.0,12,12,False
False,Cab 4a perd,Filber,5624.37,0.0,456.0,55.403,57.022,1.29,4,57.0,5,13,False
False,Cab 5a y+ g de 2,Montevideo,435044.44,28.571,514.0,59.107,58.696,8.455,81,58.0,12,1,True
False,Cab 5a y+ g de 2,Tematic,555176.71,10.417,472.0,59.108,58.523,8.0,16,57.0,1,2,False
False,Cab 5a y+ g de 2,Leeward,314187.73,15.789,500.0,56.818,57.896,7.263,13,59.0,4,3,False
False,Cab 5a y+ g de 2,Almodovar,196109.72,6.667,434.0,58.135,57.685,10.99,131,57.0,8,4,False
False,Cab 5a y+ g de 2,Good Secret,298942.44,3.226,492.0,58.582,58.537,13.807,103,57.0,13,5,False
False,Cab 5a y+ g de 2,Olympic Red,480741.72,14.286,448.0,57.991,58.34,12.138,88,58.0,5,6,False
True,Cab 5a y+ g de 2,El Mohicano,390635.21,9.375,530.0,56.059,58.416,0.741,1,57.0,9,7,False
False,Cab 5a y+ g de 2,Emir-El-Hajj,282678.67,15.0,480.0,52.789,55.632,15.663,130,58.0,14,8,False
True,Cab 5a y+ g de 2,Candy Brew,128423.66,7.143,502.0,58.225,58.495,11.434,63,54.0,11,9,False
False,Cab 5a y+ g de 2,Sub Command,109809.99,10.0,486.0,59.499,57.96,12.549,64,58.0,7,10,False
True,Cab 5a y+ g de 2,Sunset,27611.82,0.0,478.0,55.59,57.417,12.766,48,58.0,2,11,False
False,Cab 5a y+ g de 2,Sub Skipper,159268.59,11.111,446.0,56.665,56.62,9.044,70,58.0,6,12,False
False,Cab 5a y+ g de 2,Thirsty Pioneer,150867.38,5.556,498.0,55.942,58.091,8.213,85,58.0,3,13,False
False,Cab 5a y+ g de 2,Hip Hop,344439.94,30.0,,58.633,58.817,7.972,46,58.0,10,0,False
True,Pcas 2a perd,Sub Sprite,659355.09,22.222,470.0,60.351,59.95,12.5,80,56.0,2,1,True
False,Pcas 2a perd,Rubia Glory,201769.0,0.0,480.0,58.321,61.073,10.99,131,55.0,5,2,False
True,Pcas 2a perd,Eye Celeste,359422.23,8.333,488.0,57.757,59.389,9.208,43,55.0,14,3,False
False,Pcas 2a perd,Carcajada,451692.04,5.882,482.0,57.125,57.125,8.213,85,55.0,8,4,False
True,Pcas 2a perd,Santa Lola,0.0,0.0,508.0,,,9.346,130,55.0,7,5,False
True,Pcas 2a perd,Si Se Puede,0.0,0.0,438.0,,,12.138,88,55.0,6,6,False
True,Pcas 2a perd,Sub Wonder,0.0,0.0,436.0,,,11.083,44,55.0,1,7,False
False,Pcas 2a perd,Ingrata,292764.7,16.667,434.0,57.094,58.64,12.473,174,55.0,13,8,False
True,Pcas 2a perd,Okawa,0.0,0.0,416.0,,,10.345,45,55.0,12,9,False
True,Pcas 2a perd,Contigo Vic,139465.81,0.0,476.0,,,13.997,187,55.0,11,0,False
False,Pcas 2a perd,La Alquimista,337786.49,28.571,,56.666,57.285,13.807,103,55.0,10,0,False
True,Pcas 2a perd,Magistral,211891.81,10.0,,,,9.052,42,55.0,4,0,False
True,Pcas 2a perd,Ultra Side,233864.67,14.286,424.0,,,5.263,6,55.0,3,0,False
True,TCab 4a y+ g de 2 y 3,Impensable,598462.61,16.0,468.0,59.792,59.836,7.438,9,54.0,5,1,True
True,TCab 4a y+ g de 2 y 3,Ufano,1304431.29,26.087,518.0,60.811,59.769,10.99,131,54.0,1,2,False
True,TCab 4a y+ g de 2 y 3,Gallego,757398.95,26.316,466.0,58.296,60.39,5.544,26,55.0,7,3,False
True,TCab 4a y+ g de 2 y 3,Onda Maior,711683.47,18.182,454.0,58.129,59.662,12.473,174,56.0,6,4,False
False,TCab 4a y+ g de 2 y 3,Amenazante,407217.67,17.391,474.0,56.971,58.572,11.05,40,54.0,9,5,False
True,TCab 4a y+ g de 2 y 3,Cafe Diciembre,879438.94,18.182,412.0,60.724,60.546,12.5,80,55.0,11,6,False
True,TCab 4a y+ g de 2 y 3,Trasnochado,622271.62,21.053,504.0,60.732,60.498,9.208,43,55.0,3,7,False
False,TCab 4a y+ g de 2 y 3,Amadore,499360.54,7.143,520.0,59.016,60.007,8.213,85,58.0,8,8,False
False,TCab 4a y+ g de 2 y 3,Vetto Halo,433641.86,11.111,462.0,60.602,59.088,12.766,48,53.0,2,9,False
True,TCab 4a y+ g de 2 y 3,Dulzon,100641.0,6.25,484.0,60.106,59.426,13.997,187,53.0,4,10,False
True,TCab 4a y+ g de 2 y 3,Colibri,1008050.85,50.0,528.0,61.768,60.415,13.807,103,57.0,10,0,False
False,Pcas 3a g de 1,Flyer Danger,489940.66,27.273,474.0,59.403,58.847,12.138,88,57.0,10,1,True
False,Pcas 3a g de 1,Desembestada,604099.74,27.273,462.0,60.574,59.605,10.345,45,56.0,9,2,False
False,Pcas 3a g de 1,Helen Hunt,552242.5,5.556,432.0,58.416,58.666,12.5,80,56.0,7,3,False
False,Pcas 3a g de 1,Curiosity,688875.67,11.111,424.0,57.739,58.608,9.044,70,57.0,8,4,False
False,Pcas 3a g de 1,Petit Palais,485759.99,13.043,460.0,57.658,58.042,0.741,1,57.0,3,5,False
False,Pcas 3a g de 1,It's The Same,602967.27,7.692,414.0,59.403,59.126,13.807,103,56.0,5,6,False
False,Pcas 3a g de 1,Sub Fuss,331363.68,20.0,462.0,58.208,58.519,16.552,48,57.0,1,7,False
False,Pcas 3a g de 1,Sub Ready,164831.07,5.882,410.0,57.84,58.494,8.0,16,56.0,2,8,False
False,Pcas 3a g de 1,Grand Charlatana,324074.46,8.333,368.0,57.653,58.169,13.997,187,56.0,4,9,False
False,Pcas 3a g de 1,Molesta,459275.8,10.526,,58.995,57.989,9.346,130,57.0,6,0,False
False,Pcas 3a g de 1,Hannah Montana,658629.84,20.0,452.0,58.421,58.322,12.473,174,57.0,7,2,False
False,Pcas 3a g de 1,Desejada Isa,700542.94,7.692,432.0,58.266,57.745,8.213,85,56.0,11,3,False
False,Pcas 3a g de 1,I Will Survive,248292.35,12.5,448.0,57.339,56.992,9.346,130,56.0,5,4,False
True,Pcas 3a g de 1,Running Tam,208823.98,10.0,450.0,57.815,58.589,10.99,131,56.0,1,5,False
False,Pcas 3a g de 1,Palapila,220396.38,5.882,474.0,58.848,58.126,16.337,165,56.0,3,6,False
False,Pcas 3a g de 1,Glory Of York,841487.01,9.524,440.0,56.994,58.532,9.208,43,57.0,4,7,False
False,Pcas 3a g de 1,Subtess,284057.24,7.143,422.0,59.613,58.78,11.05,40,56.0,2,8,False
False,Pcas 3a g de 1,Latina Real,209262.68,6.667,460.0,58.126,58.334,8.0,16,56.0,6,10,False
False,Pcas 3a g de 1,Arlequin Sotreta,726856.28,11.111,468.0,58.188,58.942,8.684,64,57.0,8,11,False
False,Pcas 3a perd,Famous Chris,781289.53,19.048,458.0,58.913,59.185,13.807,103,57.0,12,1,True
False,Pcas 3a perd,British Queen,408936.02,13.636,436.0,58.152,58.378,12.766,48,57.0,11,2,False
False,Pcas 3a perd,Lima Bean,290069.89,11.111,492.0,57.798,58.052,11.083,44,56.0,7,3,False
True,Pcas 3a perd,Madame Serena,487218.85,8.696,444.0,59.588,59.134,13.997,187,57.0,2,4,False
True,Pcas 3a perd,Madrugadora,657339.7,13.636,490.0,59.281,58.645,16.337,165,56.0,1,5,False
True,Pcas 3a perd,Bonita Ritz,33305.02,0.0,466.0,58.324,57.903,8.684,64,56.0,9,6,False
True,Pcas 3a perd,Hija Atrevida,1195272.07,36.842,442.0,60.266,59.017,11.434,63,57.0,10,7,False
False,Pcas 3a perd,Doña Marta,391152.46,5.128,432.0,56.932,58.168,1.29,4,56.0,13,8,False
True,Pcas 3a perd,Genial Roka,50005.1,0.0,466.0,59.017,58.514,12.473,174,56.0,4,9,False
True,Pcas 3a perd,Sub Laser,0.0,0.0,390.0,57.346,58.066,8.455,81,56.0,3,10,False
False,Pcas 3a perd,Basta Ya,37380.84,0.0,450.0,56.185,57.756,5.263,6,56.0,8,11,False
False,Pcas 3a perd,Lius Valley,0.0,0.0,374.0,55.426,56.05,11.05,40,56.0,6,12,False
False,Pcas 3a perd,Lacovias,0.0,0.0,402.0,60.367,56.764,4.202,10,56.0,5,13,False
False,Yeg 3a y+ URU G3,Rebelde Way,3449211.26,38.889,494.0,56.724,59.183,18.202,81,55.5,6,1,True
False,Yeg 3a y+ URU G3,Regal Nix,2026767.89,42.857,466.0,58.819,59.361,15.663,130,55.5,3,2,False
True,Yeg 3a y+ URU G3,Loca Mania,1470434.89,17.391,470.0,58.111,58.699,11.434,63,55.5,5,3,False
False,Yeg 3a y+ URU G3,Gran Taffeta,2835826.63,45.833,464.0,60.463,60.949,13.807,103,55.5,1,4,False
False,Yeg 3a y+ URU G3,Asmara,2933433.1,35.0,426.0,57.021,57.884,19.452,149,55.5,4,5,False
False,Yeg 3a y+ URU G3,Calandria Ft,1170537.06,33.333,448.0,60.66,58.609,14.0,49,59.5,7,6,False
False,Yeg 3a y+ URU G3,Crispy Danger,1444282.1,17.647,442.0,59.483,58.767,13.997,187,55.5,2,7,False
True,Pllos 2a perd,Gandhi Di Job,2951178.93,60.0,436.0,,,13.997,187,55.0,10,1,True
True,Pllos 2a perd,Piscos Our,823610.83,20.0,494.0,59.139,59.139,14.0,49,55.0,1,2,False
True,Pllos 2a perd,Combatiente,980115.61,11.111,480.0,59.447,59.011,16.337,165,55.0,11,3,False
True,Pllos 2a perd,Currando,419207.63,14.286,462.0,,,11.083,44,55.0,13,4,False
True,Pllos 2a perd,Regal Talos,26165.7,0.0,462.0,,,15.663,130,55.0,3,5,False
False,Pllos 2a perd,Capitan Alado,574058.51,22.222,450.0,59.219,59.008,19.452,149,56.0,9,6,False
False,Pllos 2a perd,Lo Maximo,89886.83,0.0,460.0,59.203,59.203,13.807,103,55.0,7,7,False
False,Pllos 2a perd,El Detective,670116.28,16.667,446.0,58.793,58.196,12.473,174,55.0,12,8,False
False,Pllos 2a perd,Bien Parejo,54476.73,0.0,444.0,57.134,58.416,12.138,88,55.0,8,9,False
True,Pllos 2a perd,Mr. Pituko,36400.0,0.0,,,,11.434,63,55.0,6,0,False
True,Pllos 2a perd,Nedway,728379.05,8.0,,57.206,57.831,10.345,45,55.0,2,0,False
False,Pllos 3a perd,Don Campeon,237469.09,10.0,492.0,59.051,58.394,8.455,81,56.0,12,1,True
True,Pllos 3a perd,Good Bay,327936.46,9.091,480.0,56.036,57.104,10.99,131,56.0,5,2,False
True,Pllos 3a perd,Jumbos Paddy,134837.6,0.0,476.0,57.234,57.699,16.552,48,56.0,2,3,False
True,Pllos 3a perd,Gran Tatio,148658.55,7.143,410.0,58.388,57.468,9.346,130,56.0,7,4,False
False,Pllos 3a perd,Asi Exploro,43186.43,0.0,486.0,58.093,57.763,8.0,16,56.0,9,5,False
False,Pllos 3a perd,Maldonado,573479.93,22.222,490.0,57.207,57.707,8.684,64,56.0,1,6,False
True,Pllos 3a perd,Flash Prediction,50005.2,11.111,522.0,,,13.997,187,56.0,4,7,False
False,Pllos 3a perd,Cat Casablanca,233825.98,14.286,432.0,57.891,57.763,9.346,50,56.0,11,8,False
False,Pllos 3a perd,Armageddon,319750.67,3.571,,57.868,58.027,13.807,103,56.0,8,0,False
True,Pllos 3a perd,Esstilete,187242.65,8.333,,58.366,59.131,4.918,21,57.0,10,0,False
True,Pllos 3a perd,Hiroaki,540709.69,10.0,,58.075,57.478,11.434,63,56.0,6,0,False
True,Pllos 3a perd,Submatic,0.0,0.0,,,,5.263,6,56.0,3,0,False
True,Cab 3a g de 1,Descocado,2417751.28,38.462,430.0,59.817,58.889,11.083,44,56.0,13,1,True
False,Cab 3a g de 1,Gratificante,1104234.63,13.636,440.0,58.746,59.086,11.05,40,57.0,5,2,False
False,Cab 3a g de 1,Money Talks,450207.42,10.526,454.0,58.129,59.13,18.202,81,57.0,7,3,False
False,Cab 3a g de 1,A. P. Tardo,311524.55,9.091,504.0,57.768,58.015,6.377,22,56.0,8,4,False
False,Cab 3a g de 1,Royal West,575018.1,11.765,462.0,57.589,58.614,16.337,165,56.0,1,5,False
False,Cab 3a g de 1,Grand Salino,528101.71,18.75,442.0,57.951,57.647,5.544,26,57.0,12,6,False
False,Cab 3a g de 1,Descansado,640924.76,8.0,466.0,58.628,58.92,9.044,70,57.0,14,8,False
False,Cab 3a g de 1,Otto,1402283.12,10.714,525.0,58.301,59.279,10.99,131,56.0,2,9,False
False,Cab 3a g de 1,Digital Control,380316.66,15.385,488.0,59.871,58.697,13.807,103,57.0,10,10,False
False,Cab 3a g de 1,Suburbio,465538.89,22.222,504.0,57.682,57.879,14.0,49,56.0,3,12,False
False,Cab 3a g de 1,Candy Boy,535891.43,9.524,436.0,54.565,57.105,4.412,6,57.0,11,13,False
False,Cab 3a g de 1,Good Black,437879.67,33.333,,59.453,58.917,15.663,130,57.0,4,0,False
False,Cab 3a g de 1,Olimpo Royal,903454.57,21.053,,56.62,57.664,12.138,88,57.0,0,0,False
False,Yeg 4a y+ g de 1,Lady Law,260400.5,17.647,474.0,59.343,59.446,12.766,48,58.0,2,1,True
False,Yeg 4a y+ g de 1,Bravisima,431646.08,11.538,412.0,60.638,59.164,9.714,51,58.0,8,2,False
True,Yeg 4a y+ g de 1,Charito Ft,411210.65,27.778,450.0,59.03,58.445,10.473,31,58.0,11,3,False
True,Yeg 4a y+ g de 1,Café Petite,155233.1,4.167,404.0,57.029,57.879,5.544,26,58.0,9,4,False
False,Yeg 4a y+ g de 1,Germanica,404043.09,7.407,464.0,59.342,59.011,13.997,187,57.0,10,5,False
True,Yeg 4a y+ g de 1,Guadeloupe,393075.81,5.882,424.0,57.093,57.858,9.044,70,58.0,5,6,False
False,Yeg 4a y+ g de 1,Fanaritz,509226.76,18.519,444.0,57.812,57.636,12.138,88,58.0,4,7,False
False,Yeg 4a y+ g de 1,Henrietta,270271.92,3.03,428.0,57.738,57.294,8.455,81,57.0,7,8,False
False,Yeg 4a y+ g de 1,Comissionada,136485.4,11.111,442.0,58.364,58.688,12.483,90,58.0,13,9,False
True,Yeg 4a y+ g de 1,Profit Love,206199.9,10.526,418.0,57.141,57.434,9.346,130,58.0,1,10,False
True,Yeg 4a y+ g de 1,Dukaty,359230.13,3.333,412.0,57.261,58.202,9.346,50,57.0,12,11,False
True,Cab 4a y+ g de 1,Ricardo III,425621.72,6.897,460.0,58.844,59.847,12.483,90,57.0,2,1,True
False,Cab 4a y+ g de 1,Winning Tracks,235358.09,13.333,448.0,59.728,59.231,9.208,43,58.0,3,2,False
False,Cab 4a y+ g de 1,Madagascar,722141.38,6.818,492.0,59.137,59.461,7.963,52,58.0,7,3,False
False,Cab 4a y+ g de 1,Bob Big,461167.07,26.087,492.0,58.347,58.971,10.095,32,58.0,9,4,False
False,Cab 4a y+ g de 1,El Diktador,343749.65,9.091,480.0,58.299,59.212,9.346,50,58.0,10,5,False
False,Cab 4a y+ g de 1,Blunt,254222.9,8.0,494.0,59.267,59.063,15.546,37,57.0,8,6,False
False,Cab 4a y+ g de 1,Cafe Sorpresa,406855.76,12.5,502.0,58.268,58.568,16.552,48,58.0,13,7,False
False,Cab 4a y+ g de 1,Brignac,128923.35,6.25,430.0,58.504,58.698,11.05,40,57.0,11,8,False
False,Cab 4a y+ g de 1,Cuatro Ebrios,468190.54,10.345,538.0,57.815,58.747,10.99,131,58.0,4,9,False
False,Cab 4a y+ g de 1,Filomeno h,409321.57,11.111,492.0,58.475,58.463,6.383,12,58.0,5,10,False
False,Cab 4a y+ g de 1,Cavdor Castle,390180.48,12.5,456.0,56.032,58.463,6.742,24,57.0,12,11,False
False,Cab 4a y+ g de 1,Mi Amigo,108638.15,4.0,434.0,56.916,57.858,3.745,10,57.0,6,12,False
False,Cab 4a y+ g de 1,Un Valiente,207583.81,13.333,442.0,57.463,57.822,0.741,1,58.0,1,13,False
False,Pllos 3a g de 1,Vilas,831406.78,22.222,532.0,60.652,60.235,19.452,149,57.0,3,1,True
False,Pllos 3a g de 1,Gipsy Track,678046.69,8.696,462.0,59.598,60.188,11.05,40,56.0,12,2,False
False,Pllos 3a g de 1,A. P. Valorado,834248.12,9.375,466.0,59.556,59.255,3.745,10,57.0,8,3,False
True,Pllos 3a g de 1,Brassica,680566.63,16.667,446.0,60.634,60.06,9.346,130,57.0,9,4,False
False,Pllos 3a g de 1,Programado,713025.07,12.0,452.0,60.224,59.997,12.483,90,56.0,10,5,False
True,Pllos 3a g de 1,Tecnis,553068.68,15.789,484.0,58.465,58.51,9.052,42,56.0,6,6,False
False,Pllos 3a g de 1,El Direttor,243114.65,11.111,452.0,59.712,59.578,12.5,80,56.0,13,7,False
True,Pllos 3a g de 1,Psicopata,237722.29,14.286,482.0,59.214,58.239,10.99,131,56.0,5,8,False
True,Pllos 3a g de 1,Sub Mambo,534589.08,14.286,446.0,60.266,59.45,5.544,26,57.0,7,9,False
False,Pllos 3a g de 1,Vagus,241973.25,13.333,454.0,56.624,58.217,6.084,16,57.0,2,10,False
True,Pllos 3a g de 1,Diferente,567669.99,12.5,436.0,55.427,56.034,12.138,88,56.0,11,11,False
False,Pllos 3a g de 1,Venicio,265797.8,25.0,470.0,59.561,58.969,12.766,48,57.0,1,12,False
True,Pllos 3a g de 1,Magic Kiss,365879.45,9.524,,60.149,59.566,10.095,32,57.0,4,0,False
True,Hcap TCab 3a y+,Kemei,722545.96,13.636,524.0,60.094,60.655,19.452,149,57.0,7,1,True
True,Hcap TCab 3a y+,Angry Bird,306169.09,8.333,524.0,59.284,59.417,9.796,48,51.0,11,2,False
False,Hcap TCab 3a y+,Sethy Law,638022.8,5.263,542.0,61.198,61.421,16.552,48,60.0,3,3,False
True,Hcap TCab 3a y+,Café Wait,1588042.69,33.333,452.0,61.745,60.433,13.997,187,52.0,9,4,False
True,Hcap TCab 3a y+,Chermano,872588.06,23.077,486.0,58.993,58.898,12.483,90,52.0,10,5,False
True,Hcap TCab 3a y+,Riki,758398.65,20.0,494.0,59.007,59.238,12.138,88,55.0,1,6,False
True,Hcap TCab 3a y+,Chakotero,1033385.59,26.087,438.0,59.104,59.215,12.549,64,53.0,13,7,False
False,Hcap TCab 3a y+,Know Valley,466871.75,10.526,426.0,56.761,58.084,9.052,42,52.0,6,8,False
False,Hcap TCab 3a y+,Ethanol,1456565.35,30.769,496.0,61.12,60.582,13.807,103,57.0,5,9,False
True,Hcap TCab 3a y+,Chilly Danger,729923.39,36.364,512.0,58.217,60.146,10.99,131,52.0,4,10,False
False,Hcap TCab 3a y+,Radiante,559661.53,14.286,486.0,59.014,59.126,12.766,48,52.0,2,11,False
False,Hcap TCab 3a y+,Capanga,1179719.35,40.909,,59.007,60.275,12.5,80,57.0,14,0,False
False,Hcap TCab 3a y+,Compinche,518817.21,33.333,,61.929,60.269,8.213,85,58.0,12,0,False
False,Pcas 3a perd,Montana,739268.92,10.0,464.0,56.587,57.192,15.663,130,56.0,5,1,True
False,Pcas 3a perd,No Mess,1036185.9,20.0,434.0,58.484,57.584,5.544,26,56.0,2,2,False
False,Pcas 3a perd,Hada Luna,251399.64,14.286,442.0,58.092,58.031,8.455,81,56.0,1,3,False
False,Pcas 3a perd,En el Aire,269897.41,0.0,426.0,58.953,57.92,8.213,85,56.0,4,4,False
False,Pcas 3a perd,Flaming Danger,266295.55,0.0,416.0,59.441,58.323,9.346,50,56.0,6,5,False
True,Pcas 3a perd,Re Vivaz,104769.29,0.0,454.0,56.838,57.989,14.0,49,56.0,7,6,False
True,Pcas 3a perd,Equity Trade,0.0,0.0,504.0,,,10.99,131,56.0,3,7,False
False,Pcas 2a perd,Mandolina,1780771.98,50.0,468.0,58.15,59.422,19.452,149,56.0,1,1,True
True,Pcas 2a perd,Brillante Ok,1447617.02,20.0,472.0,,,9.346,50,55.0,6,2,False
True,Pcas 2a perd,Notting Hill,555874.1,20.0,424.0,57.903,60.344,11.434,63,56.0,2,3,False
False,Pcas 2a perd,Iemanja,373019.85,14.286,442.0,57.966,57.966,16.337,165,55.0,7,4,False
True,Pcas 2a perd,Keeneland,917226.4,42.857,424.0,,,9.346,130,55.0,5,5,False
False,Pcas 2a perd,Supermoga,15008.51,0.0,400.0,56.786,56.786,7.963,52,55.0,9,6,False
True,Pcas 2a perd,Asking Alexandra,0.0,0.0,432.0,,,10.99,131,55.0,3,7,False
True,Pcas 2a perd,Armadora,273493.97,14.286,,58.683,58.379,13.997,187,56.0,4,0,False
True,Cab 4a y+ g de 2,Sin City,496145.35,12.0,445.0,57.074,58.164,9.796,48,58.0,2,1,True
False,Cab 4a y+ g de 2,My Dream,259725.43,25.0,538.0,57.838,58.862,16.337,165,54.0,5,2,False
True,Cab 4a y+ g de 2,Little Smile,676184.7,8.696,426.0,57.309,58.061,15.663,130,57.0,1,3,False
False,Cab 4a y+ g de 2,Katrina Law,669996.44,14.815,452.0,56.633,57.99,7.263,13,58.0,6,4,False
False,Cab 4a y+ g de 2,Subdue,338933.67,8.333,403.0,58.275,58.714,13.997,187,58.0,7,5,False
True,Cab 4a y+ g de 2,Graciana,316059.44,7.692,418.0,55.595,57.322,8.213,85,57.0,4,6,False
True,Cab 4a y+ g de 2,Ilusao Veloz,617081.35,14.815,422.0,55.52,58.036,10.99,131,58.0,3,7,False
False,TCab 4a y+ g de 2 y 3,Grito De Ipiranga,1399775.8,22.581,502.0,58.743,58.477,8.455,81,54.0,1,1,True
False,TCab 4a y+ g de 2 y 3,Incompatible,1098337.75,28.571,506.0,60.657,59.549,13.807,103,53.0,7,3,False
False,TCab 4a y+ g de 2 y 3,Desejado Fraganti,385882.01,23.077,512.0,61.145,60.235,13.997,187,54.0,6,4,False
False,TCab 4a y+ g de 2 y 3,Vetto Halo,433641.86,11.111,462.0,57.406,59.313,12.766,48,53.0,8,5,False
False,TCab 4a y+ g de 2 y 3,Escajo,536281.48,15.385,452.0,58.225,57.608,16.337,165,56.0,5,6,False
False,TCab 4a y+ g de 2 y 3,Amaquina,303215.32,15.385,490.0,58.818,58.276,5.306,13,54.0,4,7,False
False,TCab 4a y+ g de 2 y 3,Colibri,1008050.85,50.0,,61.768,60.315,9.208,43,57.0,3,0,False
False,Pllos 3a perd,Decimetro,522730.49,27.273,470.0,59.809,59.154,10.99,131,57.0,3,1,True
False,Pllos 3a perd,Halim,546478.21,3.846,422.0,56.97,57.386,5.544,26,56.0,5,2,False
False,Pllos 3a perd,Huako,302843.97,0.0,458.0,58.818,58.749,15.663,130,56.0,1,3,False
False,Pllos 3a perd,Rock Anestecia,331293.93,5.882,428.0,58.347,58.724,3.745,10,56.0,8,4,False
False,Pllos 3a perd,Regal Poseidon,216613.15,6.667,488.0,57.625,56.429,13.997,187,56.0,7,5,False
True,Pllos 3a perd,Esstilete,187242.65,8.333,452.0,58.366,59.131,4.918,21,57.0,6,6,False
True,Pllos 3a perd,Asi Exploro,43186.43,0.0,486.0,56.134,57.58,12.766,48,56.0,4,7,False
False,Pllos 3a perd,Rivalley,12863.36,0.0,500.0,57.409,56.81,7.963,52,56.0,2,8,False
False,Cab 4a y+ g de 1,Cafe Universo,293516.34,9.524,394.0,58.57,58.371,8.213,85,58.0,6,1,True
False,Cab 4a y+ g de 1,Milkshake Smoothie,329749.09,13.333,474.0,59.682,59.653,8.684,64,57.0,7,2,False
False,Cab 4a y+ g de 1,Madagascar,722141.38,6.818,494.0,58.579,59.106,7.963,52,58.0,1,3,False
False,Cab 4a y+ g de 1,Mundial,228067.6,15.385,414.0,58.044,58.587,0.741,1,58.0,2,4,False
False,Cab 4a y+ g de 1,Blunt,254222.9,8.0,494.0,58.267,58.868,15.546,37,57.0,4,5,False
False,Cab 4a y+ g de 1,Bob Big,461167.07,26.087,488.0,58.539,58.736,10.095,32,58.0,3,6,False
False,Cab 4a y+ g de 1,Tinto Chileno,421389.51,14.286,448.0,58.412,57.549,14.0,49,58.0,8,7,False
False,Cab 4a y+ g de 1,Café Zero,133569.0,25.0,486.0,56.034,55.886,15.663,130,57.0,5,8,False
True,Cab 4a y+ perd,Rock Dominant,625656.74,16.667,456.0,59.593,59.324,8.455,81,58.0,8,1,True
True,Cab 4a y+ perd,Contigo,275586.56,37.5,494.0,58.451,58.451,5.306,13,58.0,6,2,False
False,Cab 4a y+ perd,El Sapo,268829.33,28.571,496.0,58.116,59.419,7.551,37,58.0,5,3,False
False,Cab 4a y+ perd,San Benjamin,310089.78,3.125,482.0,57.57,57.93,11.506,55,57.0,9,4,False
False,Cab 4a y+ perd,Canon Law,431564.51,12.903,464.0,58.966,58.404,16.552,48,58.0,3,5,False
False,Cab 4a y+ perd,Mark Codiciado,399878.57,1.923,430.0,56.746,57.432,5.263,6,58.0,1,6,False
False,Cab 4a y+ perd,Mr. Galan,85321.15,11.111,454.0,56.041,58.22,7.972,46,58.0,2,7,False
False,Cab 4a y+ perd,Copernico,37764.63,0.0,434.0,56.81,57.293,7.963,52,57.0,7,8,False
False,Cab 4a y+ perd,Big Lux,58375.68,25.0,510.0,56.781,57.805,4.918,21,58.0,4,9,False
False,Pcas 3a perd,Ruling Danger,269552.77,15.385,502.0,58.685,58.685,12.5,80,56.0,2,1,True
True,Pcas 3a perd,Emy Reina,248216.96,40.0,456.0,58.832,58.738,15.663,130,57.0,9,2,False
False,Pcas 3a perd,Van Halen,169383.68,7.143,436.0,58.158,57.282,12.473,174,57.0,10,3,False
